American,Fast_food,Italian,Mexican,Seafood,Chinese,Asian,Mediterranean,Vegetarian,Premium,South_American,African
0x89b7b7e80e73cb23:0xaed08272835ec16a,0x89b7b7e47a2629ab:0x5c68634fbe4ac22a,0x89b7c81b683229f5:0xef1aaa6815aa4458,,,,0x89b7b78e0282c4f3:0xf05a908f962434bd,,,,,
0x89b7b7c14f86cbfb:0xeb2636bebb9858d7,0x89b7b7971a5232f3:0x667e84900738a810,0x89b7b424c9701907:0x1571d07f9e2daf5b,,,,0x89b7b624c80f8261:0xd4fb4bff8da9e626,,,,,
0x89b7b82e9f93c94d:0xaadddbd9867f7f01,0x89b7b8218de7eadb:0x437c09102fc3f413,0x89b7b6491bef838d:0xfce6934dd2fd0a72,,,,0x89b7b727bbd83cb9:0xef1cdba46f0c0693,,,,,
0x89b7b78e67cbb385:0x4445c8aad604da84,0x89b7b7808abd89d9:0xaf26220caaafee14,0x89b7b7b86d5877f7:0x422aaabdbc8268e3,,,,0x89b7c9f23d3ea14f:0x872c33895b7678d3,,,,,
0x89b7b8279e198349:0x554c17e359176806,0x89b7b7936eeb01a5:0x95f78e5620e45d03,0x89b7b84873f32897:0xd91a21ba246aeff1,,,,0x89b7b953eed50d1f:0x588d15c174f1db2b,,,,,
0x89b7b7d914cbe5c9:0xc239222b12358148,0x89b7c80b07b97797:0xe1a9d16093ae1f1e,0x89b7b90565015a53:0xaf0be03280e31878,,,,0x89b7b7e86a5e8e6d:0x1056a4758ec151df,,,,,
0x89b7b7da34e0efd9:0x9e7cbd9a7d785157,0x89b7c7632d63fa11:0xd680b31fdc72779c,0x89b7b7fa76b6187f:0x572502b92f703054,,,,0x89b7b9932a1cf94d:0xef3e83853eb3f3a3,,,,,
0x89b7b7e71204fb83:0xdc97114d0be1ea17,0x89b7b78fe33dcdcd:0xef49ebfc56d9cfc6,0x89b7b84b2c51ec69:0x170ca1e05bb49903,,,,0x89b7b7d410be47dd:0xf5252dc545144cf8,,,,,
0x89b7b78d5e646e45:0x438df5091b556e14,0x89b7b64b3a95cde3:0x985b939814413fec,0x89b7b796d4264193:0xb1f84043ade1753f,,,,0x89b7b7918a2d24e3:0xb8ae3982a73527b8,,,,,
0x89b7b86edd448b9d:0x436b7980ab97c75f,0x89b7b78844aee771:0xec8429cb1b7d32ff,0x89b7c7ed961aa025:0x8886642c7a70a270,,,,0x89b7b81090d87dd3:0x192f6c13dfb55520,,,,,
0x89b7b791a9f9f611:0x11294c4f1f2634f2,0x89b7b624cd395e17:0x1e1caead814dafac,0x89b7b9b532acc38b:0x40f56ec48a4839a2,,,,0x89b7b7be304c5e01:0xd9a570fdb04bd2dc,,,,,
0x89b7b79579182837:0xcd8af047bf4ae88e,0x89b7b624cda3b99f:0x630a9857d569bd85,0x89b7b64602afb633:0x87ca6bf1952e2395,,,,0x89b7b83fc4d83a33:0x9e911fe7840cf376,,,,,
0x89b7c8180277a9b5:0x8078fedfff116152,0x89b7b8208cf5e37b:0x3ad8498848288d9b,0x89b7b637b0e50eb5:0x6281f9cf6c857f5c,,,,0x89b7b637b06aaf4f:0x35e8b897923eb9d0,,,,,
0x89b7b82c279acd8f:0x147ab7035447807d,0x89b7b83dea0ce513:0x70396554bd8d5cdb,0x89b7b81be5a239f7:0x4b8112dd6fa4bab9,,,,0x89b7b793f80b05fb:0xf78734feddfeb27e,,,,,
0x89b7b842bb768d6f:0xc6beb7b5856b445,0x89b7b775941986a5:0xb7d013a834b8510f,0x89b7b7db2d9b4431:0x6e4b60305c1babb2,,,,0x89b7b7dbcb717f99:0x962f0c06fc4b100,,,,,
0x89b7b6499e010da5:0x27784b16d226ec77,0x89b7b78dd7f6ed53:0xc4891f40ed6772f6,0x89b7b7da16d7ab65:0xa10722ee69191e65,,,,0x89b7b82b746746fd:0x9f7b92c409a5b4a6,,,,,
0x89b7b826c616b9e3:0x1fe973c76269d1cd,0x89b7c8614fc40849:0x3a5bed842949c148,0x89b7b795917f6e5b:0xbaafee20398bab5e,,,,0x89b7b7d1c3b90735:0xc742b292eb365d79,,,,,
0x89b7b78c14911331:0xfc35c6ba77e82a25,0x89b7b77bc43e8e81:0x8475a084b3d94fbb,0x89b7b7ba03c66f85:0x56c4fea46000f931,,,,0x89b7b826c616b9e3:0xd5ca695a3f21a5e,,,,,
0x89b7b7b3a7372b7b:0x57bf32d5eea20862,0x89b7b8736fc58c8d:0x3e9ad09db0af7c23,0x89b7c7554ec79efb:0x42c2713775945a5e,,,,0x89b7c9c2f65f63ff:0x5eb16cc1c03d0eef,,,,,
0x89b7b64c1b65ffc1:0x459c2dd5ed2fdc36,0x89b7b807cdfa4aaf:0x8c76ea8b5c3fc573,0x89b7b78b8b57e78b:0xc579312794052256,,,,0x89b7b9853e1aa377:0xee041fa2aa3e20ac,,,,,
0x89b7b7c33eb1e313:0x4f53ece50a5e35a9,0x89b7c7fbf4fbbce9:0x16e21fc8ef6c542f,0x89b7b7e80c41ad53:0x319dca783b9f503e,,,,0x89b7b78a68c6c53d:0x25549ec9fcc51fec,,,,,
0x89b7c819439bd291:0x140f530f48b1f071,0x89b7b826c616b9e3:0xb1e16c82841218f6,0x89b7b86d66cb42f7:0x4c2b2661180f198c,,,,0x89b7b7d97461c8df:0xc3e095c752183226,,,,,
0x89b7b7693049ce21:0xb0a69cd9eab7ffa3,0x89b7b7c3e280a04f:0x22234fa852a40add,0x89b7b7c1515d1acb:0x85829c07235dac54,,,,0x89b7b77bc42567d1:0x57e3782b9615a9b2,,,,,
0x89b7b826ca5d5a51:0xeedf1db5700a0051,0x89b7b7e4d9524313:0x8fdbdab085d5f1a4,0x89b7b83324a11a2d:0x7b8009e16f972672,,,,0x89b7b7e847534627:0xd4218db042e13a2c,,,,,
0x89b7b7c79e6dff4d:0xde08bc9e63cf9fd7,0x89b7b7e76c5eaed9:0x3d2ccf1e42135893,0x89b7b7b825ef0fcf:0x5760b7dc7eab8dc2,,,,0x89b7b7c3cdd9b3b3:0xd48e406ec02002c5,,,,,
0x89b7b64c47202535:0x6610d1d3542a7d5b,0x89b7b7946cdf5861:0x2bc6753d80eefbf8,0x89b7b7db36e83e9b:0x3165659746b1dd4b,,,,0x89b7b78df727f145:0xa60b5452ddafc49d,,,,,
0x89b7b777d27df1db:0x702d6f69538191b2,0x89b7b809e670b52b:0xea1841e06ac7a670,0x89b7b7ec0eb69f5d:0xa797d0b015e2991c,,,,0x89b7b7f050809c2b:0xb28cd4a9385b4c8c,,,,,
0x89b7c8195c8491e3:0x8e8b752fd31ee0a0,0x89b7c78536e21227:0x9e94c77b68e22aa5,0x89b7c7f457fe63c1:0xf468e3a03329be59,,,,0x89b7c9d316a994dd:0x39eeb68ccef473a8,,,,,
0x89b7b7c79f4e0b35:0xd362edb9a6fbd85f,0x89b7b7b747a28b79:0xeddbc744ff34d00f,0x89b7b7f0b99989ad:0x6a6709b193a7ad2,,,,0x89b7b7e76da69f51:0x4382c0990e92756d,,,,,
0x89b7b7d995ac3d81:0x2c18d8f309e12ec1,0x89b7b7918467d295:0x776f8ef7b39bb8ec,0x89b7b99629fccf21:0x90fe117d3d9d4838,,,,0x89b7b825b5eaa245:0xd4f5575efab8aa8f,,,,,
0x89b7b7575eee2131:0xbe18879baa5d0c46,0x89b7b640a247693b:0x85698c274f46b669,0x89b7b7b89ba5f383:0x98543553a268ea16,,,,0x89b7b790202bbabd:0xf8ab84cec781e9ea,,,,,
0x89b7c9a369cb404d:0xd0d3b9533f923a64,0x89b7b797bc6ec2c3:0x23ca9a3a7b75d3ce,0x89b7b64990c1be99:0x6dfec4098ac772c5,,,,0x89b7b7bb7f2455b5:0x7dd2717f888cf7d4,,,,,
0x89b7b8333851b9f9:0x6dead274fd6c4fd2,0x89b7b78d60ea203f:0xd43ab5e285a3c3a8,0x89b7b7e86db28e7d:0xca7f8ab26c744c6d,,,,0x89b7b7c4dcd86061:0xadd676b0668dc29f,,,,,
0x89b7b78dfaaa0745:0xa8a8b50ec5ca0395,0x89b7b9b8feff8d3d:0x2f3de3404f8ad19f,0x89b7b79393b15919:0x8b4513c59ad0441c,,,,0x89b7b728a8ea3e9f:0xe92eba3ebcfab7ad,,,,,
0x89b7b7cf693234ed:0x5c9d5084b742207a,0x89b7b9539fdb6725:0x542b2baff1663365,0x89b7c9c8fddb567b:0x79c8ea3b82690620,,,,0x89b7c8105e831719:0x2c407b935338a4b1,,,,,
0x89b7b64999503c11:0xb7827edfae2a76,0x89b7b648dad17f33:0x1d4ca29715523eda,0x89b7b720ab8a84cb:0x17b32e35b0e87e09,,,,0x89b7b7edd940a969:0xfeed85a86d11e4ba,,,,,
0x89b7b7b869af239d:0xc96613a0034863c5,0x89b7b7b3df2d166b:0xcf073f4d3811e738,0x89b7b86c84555139:0x8eaf1a4c0fbdf818,,,,0x89b7c81cdf5e29a3:0xa8d14f2c05cdefa6,,,,,
0x89b7b797bc6ec2c3:0x10e6854225b150b6,0x89b7b769a9035ab9:0x169f86cda6f6537,0x89b7b60c73d80b85:0x97ac4de7f8b3e258,,,,,,,,,
0x89b7b78da5b33f25:0xc54f018d705f5589,0x89b7b869427609c1:0x2e0e0d91329ef594,0x89b7b64c343c4465:0xe2678aca9cfe765f,,,,,,,,,
0x89b7c8213c23620b:0x6a97265dcf1f43f,0x89b7b7b1c93d8cb1:0xbf40fb64cba84e1d,0x89b7b648d96fca89:0x8698b1467d9c19f2,,,,,,,,,
0x89b7b7948832fc97:0x5f140c04983136a1,0x89b7c9c26ca1a94b:0x9ed8143ac512d74d,0x89b7b7be31b69013:0xea42854b418fdd6,,,,,,,,,
0x89b7b833180c69f1:0x52184270004fb6d8,0x89b7b81c0e2448b7:0x28a34f181969d357,0x89b7b646672dc92b:0x8c4293b8b356e924,,,,,,,,,
0x89b7c81b69e32a9b:0x7ba9020d44c03d9f,0x89b7b78fdebc1509:0x20de7b25ee58e7dd,0x89b7b64951fdbd47:0x9791c0af7fbffea6,,,,,,,,,
0x89b7b791e8c28c7d:0x567bf78b3ae23f8a,0x89b7c79b20d01c73:0xd8940c460b1f27de,0x89b7b77596220253:0xbe80a6de705b76ca,,,,,,,,,
0x89b7b7c4faf89715:0x5b4bcc1477c9bc22,0x89b7b63b26bb3ceb:0x81e94ffa8b9d829b,0x89b7c86690ff2171:0xd071963b3ed48e32,,,,,,,,,
0x89b7b82c1f776087:0xc9bd985fbc62751e,0x89b7b7da16aa1a4f:0x555ea5144e27d27f,0x89b7c994f99496ff:0x60d82754842af061,,,,,,,,,
0x89b7b7943194e1db:0xe95dcce0fd9c02b4,0x89b7b810ebd9bbff:0x5cdc759d4859f0a0,0x89b7b71bad982b7b:0x4f3fc8de626e31a4,,,,,,,,,
0x89b7b7b9baf3a9c7:0x5998af475790032f,0x89b7b6374926bc0b:0x305d68a90d78608b,0x89b7c7f0260d38d9:0x38f872910c3139ed,,,,,,,,,
0x89b7b7953e5d9047:0xa2c9ca4147b94513,0x89b7b8420d9c34ed:0xfdf5ebb00cf1f3b2,0x89b7b776d06938ab:0x9842ec64a34d5210,,,,,,,,,
0x89b7b822c461fc59:0x6991d0779ab42077,0x89b7b7936e5c0397:0xfae9518c600f8931,0x89b7b7c75790b987:0x81174df9bce5a501,,,,,,,,,
0x89b7b789dccb86ed:0x242b60d11e348ffe,0x89b7b7ce3577cbfb:0x8a6a6a3ecc20fe86,0x89b7b7c87bfbd58f:0xfb857021fc53fb6c,,,,,,,,,
0x89b7b83b90801737:0xfb45a97cc5b71230,0x89b7b64947056bc5:0x97e1c40365cdc51d,0x89b7b95eacaa877f:0xa8365db331d3ef5a,,,,,,,,,
0x89b7b7b5cdb53203:0x96891d7eb1f64a08,0x89b7b7fcade18c11:0x98d19617d72dec99,0x89b7b7e54fb87c41:0xccbe9e6cf44facd0,,,,,,,,,
0x89b7b7974be2230f:0x30a0c843683ad8e,0x89b7c86933764efd:0x209acc07aeddf712,0x89b7b6491bef838d:0xbd1f4051141ee22c,,,,,,,,,
0x89b7b7e7996d3637:0xb2aadcf36acd2c5,0x89b7b649985a334b:0xb0f7c95d2e4ca60,,,,,,,,,,
0x89b7b7b15b47a607:0x3e42e0c831b6a1,0x89b7b7959bf00001:0xdaa5ee49bfd1aff0,,,,,,,,,,
0x89b7b7b9ca692083:0xfe7be0ca03f8dfa6,0x89b7b86f0302f355:0xb4ec4b0431953bfd,,,,,,,,,,
0x89b7b781ee91e1e7:0x71615aa4be2c6d0d,0x89b7c9c25dbe4781:0xbf6ad63da98718bc,,,,,,,,,,
0x89b7c7f3ad550e63:0x8941285b5f53f60a,0x89b7b648defa9c87:0xca8c0c6a4b3fd6b0,,,,,,,,,,
0x89b7b7c3fa437569:0xcb5c24a56bd84832,0x89b7b7f5d6419443:0x40cd287506fe7175,,,,,,,,,,
0x89b7b7b93e5b7af5:0x8a5516410e8d7f6a,0x89b7b795fb39a7fd:0xa6164e08c5643a8f,,,,,,,,,,
0x89b7b81093e54939:0x4a20d95067c394a2,0x89b7b79589f765ff:0xc027096914d2d4c8,,,,,,,,,,
0x89b7b64990fb091d:0x2ff8819b4ae68d22,0x89b7b794e71334f5:0x784e26726481e710,,,,,,,,,,
0x89b7b7e53cc212f7:0x546348ce62dc2253,0x89b7c950b357098f:0x6e4098977eb90b89,,,,,,,,,,
0x89b7b78e7a2ebef9:0xf989c90cfbca71ba,0x89b7b7e675dc307f:0xccf3f3c6501ce7d2,,,,,,,,,,
0x89b7b7be67ec2f31:0x6a29fe1c91d36fca,0x89b7b74da3f5e1e1:0x1b3df902bce1a3d4,,,,,,,,,,
0x89b7b7c777eb6b67:0x18080859085aac4a,0x89b7b7b1fc862adf:0x7df664f9441c8811,,,,,,,,,,
0x89b7b7bb745a3145:0x62e9b9b70586dd0e,0x89b7c82ab05c0f59:0xbb0a6e293b8244be,,,,,,,,,,
0x89b7b79397852567:0x968218d8ae262c1b,0x89b7b791e33134a1:0x8457a2bcbb6b77e4,,,,,,,,,,
0x89b7b83debd5a20d:0x7c0a119311c25a42,0x89b7b7b8f5eaca7f:0x8364407e9d5c29e7,,,,,,,,,,
0x89b7b7b1489a4afb:0x2b013cb06a844e4b,0x89b7b80ea0cd3e2d:0xe7ce158665110f4,,,,,,,,,,
0x89b7b72698603cb7:0x71d1c0d7bce4c3a2,0x89b7b9d6e045c39d:0x806ee306f7d732fd,,,,,,,,,,
0x89b7b7c4dcc66ffb:0xd284561fd507132e,0x89b7c7c427cb4af1:0xe6f599f1d88f0865,,,,,,,,,,
0x89b7b7e400ebd06d:0x5d869553f9c6e5d7,0x89b7b0a215187e1d:0xe3971cbaab89e98d,,,,,,,,,,
0x89b7c817ce991599:0x392a43e98dd559e5,0x89b7b99e22e5e73b:0x333518dd261daf20,,,,,,,,,,
0x89b7b792e678e2af:0xca8512c4a2ee8814,0x89b7b78dd8804053:0x5e82d68baafec320,,,,,,,,,,
0x89b7b82dd066c087:0x9fbbff84d654433b,0x89b7b63b2f400059:0xb7c43ddd79ccbd94,,,,,,,,,,
0x89b7b7e208f2ac87:0xe6be3da06ce691d4,0x89b7b7bb8f60450d:0x615bf297ceea39ee,,,,,,,,,,
0x89b7b71e23907c11:0x302271c76ef43541,0x89b7c8618bb8baeb:0x5aec3a97f7d61931,,,,,,,,,,
0x89b7b7c63b245141:0x77fd609dfb988fae,0x89b7b7d983dad2bd:0x58dd4cb7f7eab01e,,,,,,,,,,
0x89b7b64666552271:0xd3ea867e998c9d09,0x89b7b7966c41c4df:0x6abadbe2ea0a1faa,,,,,,,,,,
0x89b7b7fa76ebb667:0x27af5a3969c0098,0x89b7b7e80e73cb23:0xaed08272835ec16a,,,,,,,,,,
0x89b7b7b88a551dfd:0xede90cf9d7156ab5,0x89b7b7b7177d948b:0x2fff25ace8a2e8fd,,,,,,,,,,
0x89b7b7d9827eaaab:0xa5bbfae6f9935c45,0x89b7c991313c7d79:0xa68932c12fcf3ca1,,,,,,,,,,
0x89b7b7c15bb59459:0x632b1231287cb1d,0x89b7b7e71204fb83:0xdc97114d0be1ea17,,,,,,,,,,
0x89b7b0ac898597f7:0x51c4e276947f732,0x89b7c821d7204527:0xeecba78a515777fe,,,,,,,,,,
0x89b7b797aa1e3dab:0x8a6ba7e54c42ec32,0x89b7b640ac208bbf:0x9943b5dbb9a7bcb8,,,,,,,,,,
0x89b7b7e76b9ec0c7:0x2edb7e1b21cb7fae,0x89b7b809ed74c829:0xb1b05991a590bbd6,,,,,,,,,,
0x89b7b5fe988be13d:0xfe45704b6f4c59a9,0x89b7b7c7be3947f7:0x4505bccf6d3e8746,,,,,,,,,,
0x89b7b649bed44ad9:0x6a601a61af059667,0x89b7b826c616b9e3:0xb43da96ede4bd0d8,,,,,,,,,,
0x89b7b7b658dc7d09:0xe43995189520c169,0x89b7b76f3242e423:0xf5dd8111418e130c,,,,,,,,,,
0x89b7b7918a2d24e3:0xb8ae3982a73527b8,0x89b7b7bb7836ed89:0xf4d7a4a27d0de74b,,,,,,,,,,
0x89b7b64947056bc5:0xc876192f249f7946,0x89b7b63eaaaaaaab:0xb4475ba25a999c24,,,,,,,,,,
0x89b7b7c890999fd5:0xdffccff1e5b496d,0x89b7b83e30ec4043:0x178df5c984b6c4fd,,,,,,,,,,
0x89b7b8c19e95c1bd:0x931b325190fc2597,0x89b7b7da32be493b:0x9b120382ca631a5f,,,,,,,,,,
0x89b7b82e9ef154c3:0xa310bf3ea7d34a66,0x89b7b8331027218f:0xdd669b5089cdd941,,,,,,,,,,
0x89b7b7ed2dbd7d7b:0xc87a6bb830c3c9ba,0x89b7b7b72faf5215:0x637c9518d950fa5e,,,,,,,,,,
0x89b7b64927894df5:0x812c1a8c7cb350c1,0x89b7b7e66b7ef933:0xc95b3b505be5af41,,,,,,,,,,
0x89b7b7918551593f:0xa44fff46bae49906,0x89b7c81f5bce9d45:0x2601a4b5220ddfa3,,,,,,,,,,
0x89b7c954e1473183:0x860f194639b01817,0x89b7b842bb768d6f:0xc6beb7b5856b445,,,,,,,,,,
0x89b7b7bd7f171c81:0x457d5aa5dfadfa75,0x89b7b82092b3c047:0xc82e0cda3fad73d9,,,,,,,,,,
0x89b7b793ce68670d:0xc8b4f5a061052cf7,0x89b7b841dfb67457:0xb63b4ceee23d318a,,,,,,,,,,
0x89b7c996b2f449a7:0x890602c202e90324,0x89b7b6499e010da5:0x27784b16d226ec77,,,,,,,,,,
0x89b7b793d9611aa1:0x1b0511935cb77f01,0x89b7b826c616b9e3:0x1fe973c76269d1cd,,,,,,,,,,
0x40772678722c973d:0xea8aee9977fe3c00,0x89b7b7b85e6b9463:0x6bead97450df3c2d,,,,,,,,,,
0x89b7b79a9fb4cac3:0x11627f667cc87235,0x89b7b7c4cdc7de31:0xc06b86283060b544,,,,,,,,,,
0x89b7b7e5017e738f:0x22df0ed07a27d2c1,0x89b7b826b5eb75bd:0x7bca2101a1c372aa,,,,,,,,,,
0x89b7b7dbcb0743b7:0xb7b44b53c928ad3d,0x89b7b79733bf36c9:0x30226c8cd92253cb,,,,,,,,,,
0x89b7b7d4166aa96d:0x6d7cb17aa3d6da15,0x89b7b826ca5d5a51:0xeedf1db5700a0051,,,,,,,,,,
0x89b7b7938745af17:0x7f4fb13f264b94ba,0x89b7b7c79e6dff4d:0xde08bc9e63cf9fd7,,,,,,,,,,
0x89b7b7918a64c9e5:0x62152a91bb4bf01a,0x89b7b777d27df1db:0x702d6f69538191b2,,,,,,,,,,
0x89b7c86aa6012ceb:0x4f0df9dc3d218f65,0x89b7c9a36a430f35:0xfa8c3a09c9a4c679,,,,,,,,,,
0x89b7b9d46e573749:0x94fde21621fb0fad,0x89b7b7c13928f5e7:0xd7bebbb9ad3ee5ba,,,,,,,,,,
0x89b7b72412d61fe7:0x14033b486cd517f,0x89b7b7c9aec9d9dd:0x527b2a69dedb936f,,,,,,,,,,
0x89b7b797476a157f:0xb567d64b928299bd,0x89b7b7c4d959e459:0x4c5d93d8172ce2fb,,,,,,,,,,
0x89b7b7dd33cc5d91:0x2397c0fd0b4fb546,0x89b7b7575eee2131:0xbe18879baa5d0c46,,,,,,,,,,
0x89b7b7fa7b99da81:0xf6762daaedef2a24,0x89b7b746ce545863:0x3959c9940b4310d8,,,,,,,,,,
0x89b7b9d690440221:0x9f90fcb4e010cc1e,0x89b7b64b3f1a062d:0xfdf196f46b88de8f,,,,,,,,,,
0x89b7b64beacecfa5:0x11987c11e4d5d1a4,0x89b7b7e352ee359b:0x4e2b78c9524bb1af,,,,,,,,,,
0x89b7c817e671a82f:0xce9ebb6093083e01,0x89b7b9d3b4bd4109:0x425f7a9b4210e06e,,,,,,,,,,
0x89b7b79563ad49c5:0xdb666dcb50c37d68,0x89b7b7ba0bd7a229:0x8384eab72b439d0a,,,,,,,,,,
0x89b7b83da6684057:0xd765fd2f90b07a70,0x89b7b7b9455ebed9:0xd6d5f8aea22ae81c,,,,,,,,,,
0x89b7b7da32c4b609:0xeb4be73ae154380,0x89b7b9d67ca70377:0x350fbcf8673dcba9,,,,,,,,,,
0x89b7b8171b9011e9:0xc8c7cfc7941da92d,0x89b7c88a04803641:0x990f59ab9809e555,,,,,,,,,,
0x89b7b7d47516fe3b:0xb44061a6ed548d25,0x89b7c813c8336d97:0x9ac9d512b3d30f5d,,,,,,,,,,
0x89b7b9d6f54f98e9:0x8fe2d7c727688277,0x89b7b78dde9f24a9:0x2d050ee26ff372ca,,,,,,,,,,
0x89b6471661a6b92d:0x42649b588a9eb0df,0x89b7b833a06f4749:0x4197168ecc67f50e,,,,,,,,,,
0x89b7b7b89b7c1e93:0x58194e825cdeae64,0x89b7c77731bdd9a1:0x5d4567dc36ab865b,,,,,,,,,,
0x89b7b790b0b63097:0xf5c31f51efbc72a7,0x89b7b7c600b78aeb:0xd2cc717a3c36cd57,,,,,,,,,,
0x89b7b7915e14374b:0x6c6cf3c1a5aa3b6e,0x89b7b7bb81fbc44f:0x494c5752db79848b,,,,,,,,,,
0x89b7b79410867543:0xf85bd421a1ae6e81,0x89b7b8330fb03fd5:0xc9ae14bc5998dbee,,,,,,,,,,
0x89b7b7e7ce5ff0d1:0xd7fde19b1671b2e9,0x89b7b77b3cb7e833:0x97b3126298e0e68f,,,,,,,,,,
0x89b7c86ecb93004f:0xc9d19ee6ba8bb72a,0x89b7b78da5b33f25:0xc54f018d705f5589,,,,,,,,,,
0x89b7b775e53b901f:0x5aa11edffd77dafd,0x89b7b9d1085df759:0x3eb438f181f63316,,,,,,,,,,
0x89b7b7be8dd6254b:0x35629c4259de22f7,0x89b7b9d5a6882e1b:0x5ac1f4709a5c324e,,,,,,,,,,
0x89b7c81b683229f5:0xef1aaa6815aa4458,0x89b7b809ed74c829:0xb8468d9a3badb287,,,,,,,,,,
0x89b7b7bf27469bb5:0x54bcdfd059fbfbe3,0x89b7b7f2a7f6decb:0x276956af7d19212d,,,,,,,,,,
0x89b7b98c346f2077:0x780ce0ecb662e95e,0x89b7b78371a0fa97:0x6a303e18aedf8bb5,,,,,,,,,,
0x89b7b94b6247a34f:0xe17be2c0002ef59,0x89b7b7824a495bfd:0x10bba8f78ff1fbf1,,,,,,,,,,
0x89b7b7be709dc8c5:0xe056ed6e60f388b8,0x89b7b795655257cd:0x7f7dae81c52d6c17,,,,,,,,,,
0x89b7b806341d67c9:0xf4b648c3bea41b1,0x89b7b7309d7f6315:0xcb80fc425d2f7959,,,,,,,,,,
0x89b7b9d052221005:0x219ae8902f266b53,0x89b7b7bb0a5ca24d:0x18b4c81680c6cd2c,,,,,,,,,,
0x89b7b78e01bf1c67:0xc43180e20928d633,0x89b7b7c87b91f301:0x98c88837fedd5216,,,,,,,,,,
0x89b7b78c435f9509:0xefe89de0ac3e6f6d,0x89b7b9d6e8467395:0x9bc7ff4b7c099572,,,,,,,,,,
0x89b7c81a8ef35a13:0x6fc5eb961e0336ce,0x89b7c9c2680fd339:0x86dd13f0689f9f61,,,,,,,,,,
0x89b7b7dccdbabe01:0xa31800f6ce00098,0x89b7b76409731ddd:0x405d517e5c48e02c,,,,,,,,,,
0x89b7b9d776f02dbf:0x3300d3189d9ebb9e,0x89b7b7d4166aa96d:0x1cf0cfd5b6c1e16f,,,,,,,,,,
0x89b7b7da2ee1bc5b:0xed738aac58942832,0x89b7b7bfe7bd3499:0x7530f18a12946e12,,,,,,,,,,
0x89b7b7bbb4d3276b:0x8778f9461ddab8c0,0x89b7b7b90767c531:0x5f0a64007ad619b,,,,,,,,,,
0x89b7b77ba2768af9:0xffd4ecde2ed3e524,0x89b7b7bbb1b461a1:0xb04f317542fa42d3,,,,,,,,,,
0x89b7b7db2d9b4431:0x6e4b60305c1babb2,0x89b7b7b9baf3a9c7:0x5998af475790032f,,,,,,,,,,
0x89b7c9c26b290c5d:0x35ece244793a5e70,0x89b7b7b90767c531:0x395d8bbbe7c528fc,,,,,,,,,,
0x89b7b7ba03c66f85:0x56c4fea46000f931,0x89b7c9c8fb32e4e1:0x56bfcc222a36c08d,,,,,,,,,,
0x89b7b7da2d4cba73:0x4412e08a11bf587a,0x89b7b7e7e8599aed:0x4e1af8fa19a5ddc5,,,,,,,,,,
0x89b7b822c46426e3:0xdd39e2bcb000f244,0x89b7b795826677ed:0x31176e247a3cf3c1,,,,,,,,,,
0x89b7c81aee038b6d:0xe4d2d3432458321a,0x89b7b92e3a15d4d5:0x55c18332a47a929d,,,,,,,,,,
0x89b7b77a6946c8a5:0xa3e6f3cf10947d41,0x89b7b7bbcdb4486f:0x5993996caf5d1ec7,,,,,,,,,,
0x89b7b809e59e4ddf:0x6ca4eb8567762d92,0x89b7b7bb6961556d:0x65e51e9055800b35,,,,,,,,,,
0x89b7c9a308e978fd:0x13bb459fb4b4e7d1,0x89b7b7be918ed0ff:0x8c39be4ec6a85433,,,,,,,,,,
0x89b7b9a08efbb715:0x911d90bbcad68fd3,0x89b7b7b15b47a607:0x3e42e0c831b6a1,,,,,,,,,,
0x89b7b9d3e469a8d5:0x41ff64f4990d5021,0x89b7b781ee91e1e7:0x71615aa4be2c6d0d,,,,,,,,,,
0x89b7b78fd644fcab:0x78d4e157d63cbe1f,0x89b7b81be0a2c289:0x879fd9e85b9f0685,,,,,,,,,,
0x89b7b7cf4496f437:0x64c348aa157fc7dc,0x89b7b78e1e84830f:0x45dc1078e9aa3afa,,,,,,,,,,
0x89b7b83324a11a2d:0x7b8009e16f972672,0x89b7b7e329edb8f5:0x597c37740387865a,,,,,,,,,,
0x89b7b7ad23ab0839:0x29af19a3309a2bca,0x89b7b64990fb091d:0x2ff8819b4ae68d22,,,,,,,,,,
0x89b7b7b9164bdd2f:0xd47f2a23515dc7fd,0x89b7b8ecd1c2f289:0x12f3c38115f10797,,,,,,,,,,
0x89b7b7da19d5782b:0x1f5fbe3ef58daf12,0x89b7b795fb39a7fd:0x4f19f38ce8a96995,,,,,,,,,,
0x89b7c9d8c3f63171:0xbc40fa66d67322ee,0x89b7c9ea0a91d0eb:0xa1cc75ac0991f9a7,,,,,,,,,,
0x89b7b79597c2b95f:0x5703daf0b6950303,0x89b7b7bbcdb4486f:0xaeb1c251ad3964f2,,,,,,,,,,
0x89b7b9ce6259b429:0xbc582fe3877e266d,0x89b7b71e23907c11:0xa4a765c6c2630f4d,,,,,,,,,,
0x89b7b77a80a3d023:0xc51475f01697f9aa,0x89b7b7ad60b386df:0x8d597ffa74e37e4f,,,,,,,,,,
0x89b7b71c7da6323b:0x8a28c17d57203585,0x89b7b84c45b840a7:0x7e6532fba2f2d5f8,,,,,,,,,,
0x89b7b840484de5b1:0xab9d013dd4791782,0x89b7b793da177113:0x88a5ba095765f4b5,,,,,,,,,,
0x89b7c9ea0b52f861:0x2019caa02c03d36a,0x89b7b7bb745a3145:0x62e9b9b70586dd0e,,,,,,,,,,
